date,content
2020-03-04 06:16:29+00:00,I don’t think people who are middle aged and older truly understand what it feels like to be young and looking at your future only to see climate change staring back
2020-03-04 05:13:54+00:00,Our campaign is VERYmuch alive! We will send Tre45on packing &amp; we have a BOLD vision! Affordable healthcare for all! We’ll invest in a cure for cancer! We will rejoin the Paris Climate Agreement to combat climate change! #JoeBiden2020 #Joe2020 #BidenForPresident #Biden2020 #Biden https://t.co/TgJxbxdeYZ
2020-03-04 04:14:27+00:00,can’t wait for her Malibu home to fall into the ocean from climate change and then have her wonder why no politician did anything to stop it https://t.co/7uhLfP3g8A
2020-03-04 03:39:37+00:00,"A protester briefly interrupted his stump speech on health care, gun control &amp; climate change. ""We want to beat Donald Trump but also keep Nancy Pelosi speaker of the house &amp; win back the US senate. You want a Democrat who's a lifelong Democrat, a proud Dem, an Obama-Biden Dem."""
2020-03-04 02:02:04+00:00,"I voted. Because it ain't just about me. People are waiting on support. Homelessness, climate change, education...who will be at the helm determines ripple effects for my little Gen Alpha. You got til 8pm SoCal.… https://t.co/oc1HS5oHiP"
2020-03-04 00:55:47+00:00,"@DrKarlynB @Catheri71000729 Mission impossible 66🤣
#2020election #ElectionDay #CaliforniaPrimary #California #NeverVoteADemocrat #ClimateChange #hoax #ClimateChangeHoax #NRA #IstandWithNRA #SuperTuesday #USA #America #StopTheMadness #supertuesday2020 #MAGA #Trump2020"
2020-03-03 23:12:43+00:00,"Actually the virus, a result of the climate change, is exactly what the apprentice prez. ordered! An event that could affect the election! This is the event! Go Donnie go! Go to jail! https://t.co/eS7e8dpUXf"
2020-03-03 22:09:32+00:00,@MalaikaJabali -immediate and substantive action on addressing climate change or more expansion of fracking and boasting about how it’s made us “energy independent.”
2020-03-03 16:14:14+00:00,"By 2060, the floor area of the world’s buildings will total 2.4 trillion SF. #Architects control the future of carbon emissions. #ClimateCrisis #ClimateChange #ClimateAction"
2020-03-03 05:14:52+00:00,"Republican councilman John Lee is outspoken in opposing both supportive housing &amp; mobility/transit solutions. Yet @MitchOFarrell of Echo Park is actively working to re-elect Lee in #cd12 instead of @LoraineForLA, a scientist with sensible policies for combating climate change. 🤷🏻‍♂️ https://t.co/UMmjh4LNHc"
2020-03-03 04:20:07+00:00,No ice wine for you: Warm winter nixes German #wine production - ABC News via @ABC - https://t.co/60mkXsjrvk #ClimateChange
2020-03-03 01:41:13+00:00,"@MalaikaJabali Yes! Let’s all celebrate the clarity that our folks seemingly don’t care about the suffering impending generations will deal with from the unimpeded, unleashed ravages of climate change.  Rejoice!"
2020-03-02 20:21:23+00:00,#GreenNewDeal @AOC #ClimateChange @BernieSanders #GND https://t.co/qsgm87dRNl
2020-03-02 17:23:06+00:00,"Wherein with Old Testament furor, guy asserts floods in Rio have nothing to do with climate change and everything to do with carnaval excesses that ""made fun of Jesus."" https://t.co/2b9E1m1r0g"
2020-03-02 15:35:59+00:00,"Another reason to #VoteBlue: ""by embedding an inaccurate sense of uncertainty about scientific findings in its documents, the #Trump administration is advancing its policy of weakening #environmental rules"" 
#ClimateEmergency 
#ClimateCrisis #ClimateChange https://t.co/hOR3Ikj4GN"
2020-03-02 14:53:47+00:00,"Technology and Climate Change are Shaping the Future of Inequalities
https://t.co/Oa3d9pi6a9 https://t.co/LVYrPr1iai"
2020-03-01 23:52:52+00:00,Last time I checked we are living at a time where humanity will end due to climate change if we don’t take action right now. I don’t know about y’all but I’m voting for the dude who’s making that a national emergency. #Bernie2020
2020-03-01 22:29:08+00:00,I’m tired of this climate change nonsense 😒
2020-03-01 22:26:28+00:00,"@LarryRosenthal @danielmalmer @feldmanvideos “Mechanized sociopathy” is also a good way to describe modern capitalism. When you add in climate change, I think the only two options will be eco-socialism or eco-fascism."
2020-03-01 20:19:02+00:00,So maybe the earth decided to take dealing with climate change into its own hands? https://t.co/CSXGSZPsFR
2020-03-01 15:32:35+00:00,"@sir__apex @FKAnerve @PranksterJF @CJirishlez @BBCNews That’s why we go out and vote. That’s why we make the change in our own homes first, that’s why we share information on how to be cleaner. Climate change is a huge topic in our politics today, I would say  that very fact alone is what makes change possible."
2020-03-01 13:47:37+00:00,A man of your word Tom way to go brother now put all your money into Biden if you would just my opinion but thank you for your continued campaign against climb climate change and just love for people I'm retiring soon maybe you could offer a tip on private message for stock https://t.co/R3Kft5VEKu
2020-03-01 05:19:05+00:00,"@udnaan Yes! When I came as a young graduate student to #US, punchcard were on-my first job was with #HP when #Minicomputers arrrived to kick #mainframes out - #HP30, now my hands are on #Space mini #satellites my vanity constellation for  #HIPHop,#blockckhain and #Climate change data https://t.co/U7gBV07p3U"
2020-03-01 04:57:27+00:00,Thank you for making the fight for climate change a part of your campaign. We appreciate your hard work. I hope you consider endorsing Bernie Sanders who will make the Green New Deal his top priority. https://t.co/bSHb28EHw6
2020-03-01 01:34:00+00:00,"@GretaThunberg You are the Jussie Smollett of the climate Activist🤣(quote Internet)
#Greta #GretaThunberg #MAGA #Trump2020 #KAG #ClimateChange #ClimateChangeHoax #FakeExpert #Bullcrap"
2020-02-29 19:08:20+00:00,#ClimateAction #ClimateCrisis #ClimateEmergency #COVID19 #ClimateChange #Greta https://t.co/F1MTUKdMGz
2020-02-29 18:32:08+00:00,"Same thing with people being appalled with Bernie because ""he has a loud speaking voice"" when we have a sexual predator and climate change denier in office. https://t.co/lyrDW2DbRp"
2020-02-29 10:33:41+00:00,"Polar Bears Are Forced To Eat Their Children, As Climate Change Destroys Their Habitat 😢
https://t.co/5gf1qnrzon"
2020-02-29 07:45:20+00:00,"In a very related note, there’s not a human on the planet I’d trust more than @ewarren to lead us through a global pandemic or an existential threat like climate change. 

I’ll be voting for Elizabeth Warren on March 3rd and I hope you’ll join me. 🇺🇸"
2020-02-29 02:13:11+00:00,"Climate change deniers:
See? Told you we wouldn’t get wiped out from global warming!

https://t.co/iNDbuur5qd via @usatoday"
2020-02-28 18:24:02+00:00,"#HumanRightsClimateCrisis Panel One: Domestic Rights-Based Litigation and Climate Change, with Anna Carlson, Philip Gregory, César Rodríguez and Marco Simons. 👌🏻 https://t.co/Rey2s5MZ71"
2020-02-28 01:57:50+00:00,Today some youths on the train told me they liked my outfit. This is why I’m a climate change activist.
2020-02-27 21:42:50+00:00,@themadstone No such thing as good news when it comes to climate change
2020-02-27 21:03:30+00:00,“On Valentine’s Day it was 69 degrees in Antarctica. That’s warmer than it was in Sacramento this year. Climate change is affecting us.” - @BettyYeeforCA
2020-02-27 18:43:24+00:00,@resplinodell @mattduss @BernieSanders @Julie_C_Smith @JoeBiden Also interesting that Larry Fink’s investor letter called climate change the top investment issue
2020-02-27 17:13:51+00:00,#technology can be used for good!! Let's save the planet together and embrace our power for good. #ClimateAction #ClimateChange https://t.co/dCFhz8eSwe
2020-02-27 17:01:42+00:00,"@ShawnG927 They should all go to jail.
#climateTerrorists #ClimateChange #FakeNews #ThursdayMotivation #thursdaymorning #MAGA #KAG #Trump2020"
2020-02-27 08:35:32+00:00,Luv that’s just climate change affecting the color of the reefs https://t.co/ZXleFUA6uK
2020-02-27 06:40:58+00:00,@NickPonticello Climate Change
2020-02-27 05:04:38+00:00,"@NathanStalder @NumbersMuncher @RobGeorge Yeah, I voted against Trump with the only candidate that had a chance at beating him based on party. Here's the thing, I do believe in universal healthcare &amp; combating climate change &amp; immigration reform &amp; cheaper education &amp; living wage but I know Bernie can't deliver..."
2020-02-27 03:41:56+00:00,@RuairiRobinson Exactly. I too hear things like “I believe in climate change” in the media. Which is analogous to saying I believe in a heliocentric solar system or gravity. These are facts not beliefs.
2020-02-27 03:05:25+00:00,With @DataConLA and @LATech4Good at #PhaseTwo at the Data4Good Initiative discussing Climate Change and Data! https://t.co/ZOcjrfAEKX
2020-02-27 02:22:11+00:00,Were gonna look back and wish we hadn’t ignored the climate change issue we caused for as long as we did
2020-02-27 01:15:31+00:00,Remember in 2008 when both Obama AND John McCain both had plans as President to combat climate change? How did we take 12 steps backwards??
2020-02-27 00:32:47+00:00,"Oh good, a climate change denier who thinks you can electrocute the gay out of someone is now in charge of managing America’s response to Coronavirus. https://t.co/gh2s98in6X"
2020-02-26 22:14:49+00:00,"Honestly if we took all the problems in the world and could magically remove climate change from the equation, it would be more of a “we got this” vibe"
2020-02-26 21:58:53+00:00,"I just gave the “why bother making public comment about death, climate change, and poisoned air” public comment at the city hall transpo meeting. Said “put up or shut up” when the buzzer rang. Why even bother they don’t have the guts to act? #climatedespair"
2020-02-26 18:13:52+00:00,I just donated to @JCisnerosTX because Democrats are pro-choice and climate change is an existential threat. Maybe you should give too?
2020-02-26 17:25:46+00:00,We’re hearing overwhelming consensus from visiting sixth graders who want presidential candidates to discuss #ClimateChange as they compete for votes. #citizensagenda https://t.co/RaH8EXg2uT
2020-02-26 17:23:07+00:00,"If we’re going to have endless debates then each one should focus on a specific topic. Last night was a disaster, in part because you can’t solve health care, climate change or gun reform with a sixty second answer. It’s a waste of time to assume otherwise."
2020-02-26 17:03:32+00:00,#GreenNewDeal #ActOnClimate #solarenergy #GND #climatechange #solarpower https://t.co/2bP80Ym90J
2020-02-26 15:08:10+00:00,"Liz, Summer, Dana &amp; Sadira have assumed responsibility as Project Managers for an ambitious #ClimateChange project in #Sociology. They must put in countless hours of planning &amp; oversight to roll out a presentation geared to teenagers to inform them about issues of climate change. https://t.co/LVT83yAf2r"
2020-02-26 13:53:22+00:00,Bernie Sanders: Abortion And Population Control Are Important Parts Of Addressing Climate Change  https://t.co/jODwbyGDY7
2020-02-26 08:31:29+00:00,"@carlreiner I thought it was a bit of a mess with everyone quibbled about details. But then I remind myself, at least we aren’t the party where moderators have to ask candidates to raise their hand if they don’t believe in climate change or evolution."
2020-02-26 06:51:14+00:00,"A quick thread anatomy of all the time and strenous effort it takes to produce a climate change story that not just foregrounds science but delves into its cultural implication for indigenous people, on food, community, and memory.

Very touched, and thank you! https://t.co/EnxRGxsi6H"
2020-02-26 06:30:48+00:00,"@People4Bernie Medicare4All, $15 Minimum Wage Increase, Tuition Free Public College, Student Loan Forgiveneness, Taxing the 1% and large Corporations, Combating Climate Change, More Clean Energy, Common Sense Gun Laws, and a chocolate milkshake."
2020-02-26 04:59:12+00:00,Alright @DNC &amp; @Twitter &amp; @CBSNews ... Why didn't you bring up climate change in the debate?! Shame on you. The next President should be tackling this issue from day 1 and voters should be taking their climate policy ideas into consideration. 🌎 #ClimateAction #ClimateEmergency
2020-02-26 04:35:30+00:00,"Each month pairs a personal change with a systemic political action you can take to fight climate change here in Los Angeles. Join an amazing, supportive community of people!"
2020-02-26 04:35:29+00:00,"Angelenos, feeling 😡 @DNC doesn’t take climate change seriously? Get the @LosAngelesFwd climate guide and take action! https://t.co/KAf9mZ2JlP 

#DemDebate @JayInslee @AOC https://t.co/HUzg3Ovzss"
2020-02-26 03:50:34+00:00,@cbs #ClimateChangeIsReal #ClimateChange https://t.co/T0Vu3izH4F
2020-02-26 03:41:47+00:00,Explainer: Nine ‘tipping points’ that could be triggered by climate change https://t.co/rfpz4p7goi #ClimateChange
2020-02-26 02:59:55+00:00,@GretaThunberg @Malala Get a job and pay bills then tell me if climate is change is defining issue
2020-02-26 02:45:40+00:00,"Wow, are we really not getting a question on climate change?! #DemDebate10."
2020-02-26 02:32:04+00:00,Climate change is bullshit🤣 #DemDebate2020
2020-02-26 02:31:49+00:00,Steyer mentioning climate change. ....that’ll save us.
2020-02-26 01:42:37+00:00,"#DemDebate may not be the best place to learn about the Dem candidates 

Check out our guide to who they are &amp; what they stand for on critical issues like #GunViolence and #ClimateChange 

👉 https://t.co/L1jIeLSt3K 

#getregistered #getinformed #Election2020 https://t.co/aNL9y6NT6W"
2020-02-25 22:54:15+00:00,Feb 25th... almost 80 degrees... short sleeves and an iced drink... I don’t know why people are upset about climate change... I’m enjoying the hell out of it! 🤣😂🌞  #LosAngeles #Winter #Aromas #Coffeeholic @ Aroma… https://t.co/A7F7tLJtDd
2020-02-25 21:12:30+00:00,"@paulkrugman Hardly the first non-self-generated crisis. Leaving aside the slow motion crisis of climate change, there was a complete non-response to Hurricane Maria in Puerto Rico. Years of ignoring wildfires in California, until white middle class voters losing their houses went viral."
2020-02-25 19:01:57+00:00,@TheView - Did @MeghanMcCain just say that she hates @TomSteyer? Why would you hate a person that is trying to save planet EARTH? #ClimateChange Stop saying stupid stuff.
2020-02-25 18:02:57+00:00,"I would love all the MAGA/Trump supporters, racists, climate change deniers to come @ me."
2020-02-25 14:57:41+00:00,Climate change is REAL. Ladies let's not let these valuable resources go to waste! Do it for Greta 😇 and the future of our planet. #climatechange #makeadifference  #morningwoody☀🌲 @… https://t.co/SfRZF10Dtn
2020-02-25 13:46:28+00:00,"@Knifymoloko @ValhallaTexas @tribelaw Climate change is important &amp; so is Universal healthcare &amp; all the other things that Bernie stands for that, quite frankly, most of the candidates do. The problem is Bernie's plan has no actual numbers/data to back it up. It's all smoke &amp; mirrors to get him the power he wants..."
2020-02-25 07:21:39+00:00,"while I agree it’s an issue, I can’t believe #Steyer thinks Climate Change is the most pressing issue facing Americans...I wish that was the biggest issue I had to worry about...🤔 #CNNTownHall"
2020-02-24 22:02:36+00:00,"Want to say a big THANK YOU to everyone who came to the @ClimateCents fundraiser. It was so inspiring to hear Nick talk about the programs they support in #LA. Even if climate crisis didn’t exist they’d be fantastic. 

#ClimateCents #ClimateChange #ClimateCrisis #ClimateAction https://t.co/OvH9cantSB"
2020-02-24 21:45:05+00:00,"@anthonyegill He’s definitely not self-aware. I don’t think many Billionaires who live in bubbles are. But I’ll take his help on gun control, climate change, etc.."
2020-02-24 10:46:25+00:00,"@COP26 @UNFCCC @COP25CL Hi, there is the Paris Climate Agreement. #greenenergyfuture"
2020-02-24 05:51:33+00:00,"@Steve_E_Thomas He loved Bush, too. He’s 💯 MAGA. Oh, we had quite a chat. 

He also doesn’t believe in climate change. 🙄"
2020-02-24 04:07:17+00:00,"Don’t believe in Science, dismiss climate change, ignore intelligence from trained professionals, call amazing civilizations “shit-hole countries &amp; facts “fake news.” Wow. What makes people support LESS information, LESS education, LESS preparation, LESS culture &amp; diversity? FEAR"
2020-02-24 03:08:19+00:00,@mycatsmom My daughter is 22 and although we don't agree on what candidate to vote for in the primaries we both rank him in the same spot. We both believe in healthcare for all and climate change and immigration reform but his claims on how to make it happen are formed from lies and /2
2020-02-23 19:19:18+00:00,"Difference classes will graph different years (picture or bar graphs). Then we’ll compare different class’ graphs - I’m curious if we will see evidence of climate change from their data. I’m looking forward to this conversation!  
@WillardIBMagnet"
2020-02-23 00:55:05+00:00,@Cadillac They support climate change and global warming?!
2020-02-22 19:23:02+00:00,@etaymor Climate change doesn’t even register - LA almost burned down last year and FL about to sink in the ocean with cat 5 hurricanes common - how’s that even make any sense
2020-02-22 17:12:56+00:00,"Scientists at @BrownUniversity found that a quarter of all tweets about climate change come from bots. The majority promote climate denialism.  

One of the most dangerous elements of misinformation is its ability to cancel out accurate information. #ClimateCrisis"
2020-02-22 16:55:13+00:00,"@Thestrawpup @IdReallyRather1 @Madfurby @MiaFarrow There are other candidates that aren't so divisive that have actual measurable success in fighting climate change and for the less privileged/under represented... Talk is cheap, actions mean something..."
2020-02-21 22:56:35+00:00,Bloomberg also has it all wrong on Climate Change! https://t.co/TLtNtF1zqD
2020-02-21 17:14:06+00:00,#SOLAR #solarpower #ClimateEmergency #climatechange #climate #ClimateAction #environment #solarpanels #GreenNewDeal #solarpower https://t.co/eUuhpFg2zF
2020-02-21 10:18:28+00:00,"@MikeBloomberg Mike stop wasting your money.
Nobody has fears because we have a Great Country and a Great President and we believe climate change is crap.🇺🇸❤️🙏
And Pardon Roger Stone.
#ClimateChange #America #USA #NoMoreObamaCare
#MAGA #TrumpRally #Trump2020 #KAG"
2020-02-21 06:50:58+00:00,"Warming, acidic oceans may nearly eliminate coral reef habitats by 2100 - AGU Newsroom: https://t.co/fwYuaAl5fw #CoralReefs #ClimateCrisis #coralbleaching #ClimateChange #HappeningNow"
2020-02-20 03:14:38+00:00,Warren tying the effects of climate change to real people to make it relatable because that is what a president does. #DemocraticDebate
2020-02-20 03:03:44+00:00,What if Bloomberg spend all that cash fighting climate change instead of ads
2020-02-19 19:53:03+00:00,"@MPAVictoria @pescami @Slate @ryanlcooper No. He supports the ACA, he's pro-choice, supports protections for LGBT individuals, and supports climate change protections. False equivalency is lazy and doesn't reflect well on oneself."
2020-02-19 06:52:23+00:00,"As of Feb. 16, the concentration of carbon dioxide in the atmosphere was 413.81 ppm. A year ago, the level was 412.53 ppm. #CarbonDioxide #ClimateChange #ClimateEmergency"
2020-02-19 06:28:25+00:00,"The air quality in LA is slowly killing us.
#ClimateChange"
2020-02-19 03:19:26+00:00,"@FMRector @fawfulfan @MSNBC @HardballChris @iamjohnoliver Trump out, his toxic shit undone, an affordable ACA, climate change initiatives &amp; new laws limiting presidential power, in 100 days. Don’t see Bernie getting the cooperation he needs. ‘Both sides’ isn’t a thing here. The majority of his supporters I know personally are absolutist"
2020-02-18 21:05:35+00:00,"HMM:  Seeding oceans with iron may not impact climate change.  Overall, I’d score this as a relief. … https://t.co/myZwb5vaXe"
2020-02-18 20:58:19+00:00,"Please vote for a candidate who is pledged to fight climate change, I cannot stress this enough."
2020-02-18 20:47:06+00:00,"People on do the most tryna discredit someone. 

Someone could have valid points about climate change and global warming and someone on this app will bring up the time that person littered. “He is toxic”"
2020-02-18 17:30:26+00:00,"@DanFinnFoley @Poli_Climate Supporting “scientists, activists and NGOs” sounds to me like Bezos is looking to fund policy change rather than specific tech solutions. 

So to level set, it doesn’t sound like he plans to focus on companies and ROI."
2020-02-18 17:26:24+00:00,"@DanFinnFoley @Poli_Climate Lack of focus on tech could be a missed opportunity for Bezos Earth Fund. With 10B he could do a lot near term on policy change &amp; a lot longer term on energy access, energy storage, efficiency, etc. Also curious to see if/how environmental restoration &amp; resilience come in."
2020-02-18 17:04:48+00:00,"@realDonaldTrump His story gets longer with each revelation.    

Feel sorry for his supporters.  They have fallen for a conman.   

Luckily their movement doesn’t draw many young supporters due to their stance on climate change.  They can old hold power for maybe one more term before dwindling"
2020-02-18 16:25:32+00:00,"... is it more palatable with shareholders for Bezos to personally fund systems change, rather than commit Amazon to a comprehensive and transparent climate plan (as @AMZNforClimate employees asked for)?"
2020-02-18 16:25:32+00:00,"Supporting “scientists, activists and NGOs” sounds to me like Bezos is looking to fund policy change rather than specific tech solutions. Could this be a way to get climate activists to ease the pressure on #Amazon? Seems like an expensive way to do it. Makes me wonder..."
2020-02-18 15:56:10+00:00,Trying to get media to link severe weather to climate change reminds me of getting media to say crash instead of accident. Our human actions are influencing both outcomes and should be part of the story but aren’t. #climateactionnow #mediagoals https://t.co/lvULYCmQNL
2020-02-18 08:05:58+00:00,I’m so fucking funny I can’t even stay mad long enough cause I be thinking so much . Like let’s say I’m mad at something then I’ll think of climate change then about kosher meat and boom I won’t even remember I was mad 😂😂🤦🏽‍♀️
2020-02-18 08:01:29+00:00,"@AlaskaAir, with @Delta now pledging to go carbon neutral by March 1, 2020, when can we expect you to do the same? #carbonneutral #ClimateChange #ClimateEmergency #ClimateCrisis"
2020-02-18 04:59:58+00:00,"🌎The #ClimateChange Performance Index 2020. 👉🏻
https://t.co/5ZEPv5mFoy https://t.co/xtrugKTdjz"
2020-02-18 02:11:30+00:00,"Jeff Bezos Pledges $10 Billion To Fight Climate Change: ‘We Can Save Earth’
https://t.co/Uq8Xhgz3qJ"
2020-02-18 02:03:32+00:00,Jeff Bezos is giving $10 billion to fight climate change and launch the Bezos Earth Fund. https://t.co/Wz6rWeK6Ff # via @HuffPostBiz
2020-02-18 01:01:59+00:00,Dear @casciencecenter: Why are you advertising a #gasguzzler truck? Not very responsible considering their contribution to #ClimateChange! https://t.co/xCeMEDgepx
2020-02-17 23:57:27+00:00,#Amazon [ $AMZN ] pledges $10 billion against climate change https://t.co/BYca3Avf8z #climateactnow
2020-02-17 23:45:32+00:00,@CarmineSabia Unchecked climate change will create failed crops through drought and floods. It will also create involuntary climate migrants who will flee their poor countries. Addressing climate change addresses hunger and poverty. Open your eyes.
2020-02-17 23:00:31+00:00,Jeff Bezos commits $10 billion to fight climate change https://t.co/ShZW2HHKqO
2020-02-17 22:55:17+00:00,Jeff Bezos pledges $10 billion to fight climate change  https://t.co/J1bwMnkoJz
2020-02-17 22:13:17+00:00,Go to space and curb climate change.
2020-02-17 20:03:45+00:00,Officially changing my name to Fight Climate-Change https://t.co/pID6xutgfP
2020-02-17 18:06:02+00:00,#PanicParty #partyforacause #ClimateChange #savetheearth #hammermuseum 💃🕺🍹🌯🌏😊 @ Hammer Museum https://t.co/5VxL1oSPJl
2020-02-17 16:34:08+00:00,“Parking-Lot Expansion Project” is climate change denial in action. https://t.co/BcVFwum6ze
2020-02-17 06:42:29+00:00,What an honor to talk to #janefonda at our #hfpa restoration event about her dedication to activism and fighting climate change with her #firedrillfridays protests @ Egyptian Theatre https://t.co/RfhJVbHcc7
2020-02-17 04:16:45+00:00,"""8 in 10 Americans believe that humans are responsible for climate change and two-thirds agree that the US government is doing too little to reduce greenhouse gas emissions""
#ClimateChange #US  https://t.co/6A8YwgzlpU"
2020-02-17 00:55:50+00:00,I wish someone had mentioned that sb50 would also help address climate change by encouraging housing near transit #lacitycouncil forum @LosFelizLedger #losfeliz https://t.co/19jRGUYHI6
2020-02-16 23:39:28+00:00,Black men are balding in their twenties. Climate change is real.
2020-02-16 14:06:06+00:00,"@brilew34 @NBCNews Oh ya, there r global warming and climate change."
2020-02-16 13:29:32+00:00,@NaomiOreskes @ProtectWinters @carolinegleich @ErikMConway I skied Utah winters in the 1970s. The Wasatch have been my instrument gauge for massive climate change. Shocking. Really.
2020-02-16 05:55:10+00:00,@thehill Perfect explanation as to why climate change is a hoax...not...and the idiots in the audience cheered! Wow!
2020-02-15 11:38:24+00:00,🇦🇺🇦🇺Climate Change is REAL!!! Australia 🇦🇺 Bushfires one week &amp; Floods the very next??? What is the misunderstanding??? The Rich Coal Industry??? @TurnbullMalcolm @realDonaldTrump @ScottMorrisonMP @JoshFrydenberg @HonJulieBishop @HonTonyAbbott @KimMHooper @LiberalAus https://t.co/ZE7upDtAbK
2020-02-14 13:41:18+00:00,"@robreiner I have been reading these tweets 4 a couple of years now, &amp; I still can't get past how incredibly ignorant they are. I cannot believe their r people out there who actually believe this garbage, most of it like climate change r just common sense, we will still b here in  12 years!"
2020-02-14 08:17:22+00:00,"@paulkrugman We have so many cool and hot climate change statements, speeches,articles while the only rapid  #climate change will  come from rapid creation of parallel climate economy with self-funding, independence,ability to brake$500B barrier in 12 months.#Blockchain, climate token,Space https://t.co/aNTzEg4ugq"
2020-02-14 03:40:08+00:00,"@DanaSchwartzzz Holy shit is this satire? South Park deals with acceptance of learning disabilities, depression,danger of racism, climate change, hypocrisy of media, religious tolerance, LGBTQ rights, feminism, there is literally not a single issue today that hasn’t been touched on by South Park"
2020-02-13 21:44:58+00:00,"@bionicanadian Ignorance. Hate think i.e racism, mysognistic attitude, or any of  myriad of fear of the other. Also ""facts r subjective crowd"" NO it's not my opinion that the earth is not flat, or vaccinations r a great thing, climate change is real. 2+2=4 no matter how many folks say it's 5"
2020-02-13 02:45:40+00:00,"Climate change, hurricane print fabric, why do I keep seeing it"
2020-02-12 23:52:33+00:00,@ABC7 And............ how does this explain climate change?
2020-02-12 21:38:50+00:00,"“Too much change is not a good thing, ask the climate” - Michael Scott"
2020-02-12 18:54:15+00:00,"We endorsed @nithyavraman because she understands what we must do to combat climate change.

Join our Climate Justice Committee in Los Feliz this Saturday to talk to voters about our vision for a Green New Deal in LA. https://t.co/WZNvxQQt79 https://t.co/q6BUGkzO7R"
2020-02-12 18:33:37+00:00,"@MayorOfLA If you are that intent on keeping LA a leader in the climate change battle,why does the LADBS make it so damn challenging to install and make a home battery system operational?Don’t you have some say or control in this matter? 3 years &amp; waiting for commissioning."
2020-02-12 17:24:50+00:00,@MikeBloomberg Oh yeah? You got it done? Did you actually stop climate change and no one found out because you didn’t say anything? 😂
2020-02-12 17:12:54+00:00,"Looking for a job in LA tackling #climatechange?  Check out the @ClimateResolve jobs board! 

https://t.co/bqDHHJLbRG"
2020-02-12 08:31:01+00:00,"“Financial markets are just now starting to recognize climate change is a major issue and that we just don’t have many tools that allow us to manage this risk,” https://t.co/l0o36We765 via @YaleInsights"
2020-02-11 22:53:06+00:00,"I live in one of the most parks deprived areas of Los Angeles. It’s not that we don’t have enough funds or a place to build one, It’s lack leadership and innovation! I have a plan to build more parks &amp; make sure green space are a priority. That’s how we fight climate change in LA https://t.co/mlsmK2xrz7"
2020-02-11 18:22:48+00:00,"It was 65°F(19°C) in Antarctica last week, anyone who claims #ClimateChange isn't a #ClimateEmergency is willfully ignorant at this point."
2020-02-11 18:19:18+00:00,My friend @Shivaune wrote this important and timely article about the devastating impact of climate change in Australia where she grew up. Please take a moment to read... https://t.co/v96MjGklfc
2020-02-11 18:16:52+00:00,Zero Foodprint Restaurants Fight Climate Change 1 Meal at a Time https://t.co/HvmbHk5Nqp @sarahpilla @SpecNews1SoCal @SocaloSM
2020-02-11 18:14:43+00:00,We are currently living in the single most dangerous event of our generation. The #ClimateCrisis will define gen z and an essential element to overcoming it is a global #diet change and the way we product meat. #NoMeat_NoCoronaVirus #ClimateChange https://t.co/wvQ0KSGOjo
2020-02-11 17:48:08+00:00,"This is the most comprehensive action plan to tackle climate change and protect our vulnerable communities that I have seen. And I am thrilled to see that it is not just “spending”. The plan calls for congestion pricing, which is required to reduce vehicle miles travelled. 1/2 https://t.co/IXw6Hgh0Oh"
2020-02-11 16:31:56+00:00,@WhiteHouse @realDonaldTrump @NASA But not #ClimateChange ?  #TrumpIsAnIdiot https://t.co/1ycItmfRjr
2020-02-11 13:41:17+00:00,"@Harri_Grace @SocDemSnez @h0llyb4xter “I just wish he didn’t place cow’s rights at the same level as all the other serious issues he mentioned” - this is a statement of your personal belief about cows, not a demonstration of his privilege.  Animal rights and climate change are both very serious issues."
2020-02-11 06:06:34+00:00,"Proud to be on team @MayorOfLA today. Addressing climate change through transportation is why I do what I do.  
🚶🏻‍♀️🛴🚲🚌🌎 https://t.co/LkK61REZXi"
2020-02-11 02:01:11+00:00,"I feel like I need to read the book to get the full picture of how Jaccard proposes to fight climate change... it seems like the point is ""hydrocarbons are great for poverty alleviation"" but policies are how things get done.. so vote?

https://t.co/hLWO6ESmGT"
2020-02-11 01:34:36+00:00,"Wow check out Bernie’s brown shirts, knocking doors in the rain and intimidating people by talking to them about climate change and health care https://t.co/Dr65QV5sYj"
2020-02-10 23:58:53+00:00,@dhanuraashi @bryan_caplan @SenSanders @QuincyInst @reason The Kochs deserve eternal scorn for running a dark money operation for the GOP and foiling attempts to fight climate change by corrupting academia and think tanks.
2020-02-10 22:17:30+00:00,@AndreinMD @MikeBloomberg @DHSgov @Trump @NWS @MSNBC_Breaking One thing at a time Sir. For now we stick to one subject. USA's efforts to fight climate change which The Donald believes is a hoax. You see? That is what I mean! He is misleading the country and kids hear these things man! And you worried about the Vatican and #BLUESUNDAY focus! https://t.co/ldlqXjznm7
2020-02-10 22:03:57+00:00,"@AndreinMD @MikeBloomberg @DHSgov @Trump @NWS @MSNBC_Breaking Look dude I simply put up facts about where both people stand on greenhouse gases, global warming and climate change. 
Now If you are so obsessed about Armageddon/Megiddo whose remains form a tell, situated in northern Israel near Kibbutz Megiddo, about 30 km south-east of Haifa. https://t.co/3rAXYGqBHu"
2020-02-10 17:54:07+00:00,"Addressing Climate Change makes good, long-term business sense.

“Oil and natural-gas stocks are in the toilet, and climate change is fast becoming a mainstream investor worry,” Axios' Amy Harder writes in her ""Harder Line"" column."
2020-02-10 15:03:49+00:00,"Michael Bloomberg on Climate Change, Politics, and Jobs https://t.co/1r43c0yJ8U via @YouTube"
